

"Cable Connection Report"
"Save Time: 2013/08/26 09:34:40"
"User Name:admin"
""

"Total 605 Records"

"Name","Level/Capacity","Rate (bit/s)","Direction","Source NE","Source Port","Sink NE","Sink Port","Length (km)","Designed Attenuation(EOL)","Fiber/Cable Type","Medium Type","Creation Time","Creator","Maintainer","Remarks","Alarm Severity","Disabled Status","Alarm Generation Time"
f-11,STM-1,--,Two-Fiber Bidirectional,224-NMA-017-EXT2,6-N1SLQ1-3(To NMA-075),NMA-075_1416_outdoor,8-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/08 01:19:17,admin,admin,-,Normal,Enable,-
f-12,STM-1,--,Two-Fiber Bidirectional,NMA-047,3-SL1-1(To TMV(NKR0035)),NKR0035_TMV,3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/08 05:52:34,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,NKR0031_TMV,3-SL1D-1(SDH-1),NMA-004,14-SL1-1(DIR:NKR0031),1.0,0.0,Fiber,G.652,2011/08/10 08:32:56,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,NMA-004,13-SL1-1(DIR:NKR0076),NKR0076-TMV,3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/10 08:43:29,admin,admin,-,Normal,Enable,-
f-3,STM-4,--,Two-Fiber Bidirectional,UBN-011,14-SL4-1(SDH-1),UBR1057_TMV,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/11 09:33:40,admin,admin,-,Normal,Enable,-
f-4,STM-4,--,Two-Fiber Bidirectional,UBR1057_TMV,8-SL4D-2(SDH-2),UBR0717_TMV,8-SL4D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/11 09:33:53,admin,admin,-,Normal,Enable,-
HSPA_Link_1,STM-4,--,Two-Fiber Bidirectional,225-NMA-017-EXT3,6-N1SLD4-1(DIR:224-Ext2-S7/P2),224-NMA-017-EXT2,7-N1SLD4-2(DIR:225-Ext3-S6/P1),1.0,0.0,Fiber,G.652,2011/08/15 02:05:07,admin,admin,STM-4,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,CPM-018,12-SD1-1(DIR:NMA-005),NMA-005_HSPA,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/15 05:23:35,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,NMA-005_HSPA,2-OI2S-1(SDH-1),NKR0029_TMV,3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/15 05:23:42,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,NMA-005_HSPA,1-OI2D-2(SDH-2),NMA-071,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/15 05:25:39,admin,admin,-,Critical,Enable,2013/07/04 15:14:22
f-1,STM-1,--,Two-Fiber Bidirectional,NMA-046,12-SD1-1(SDH-1),NMA-072,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/16 01:15:48,admin,admin,-,Critical,Enable,2013/05/07 07:19:42
f-3,STM-4,--,Two-Fiber Bidirectional,NMA-017,16-N1SLD4-1(DIR:225-Ext3-S6/P2),225-NMA-017-EXT3,6-N1SLD4-2(DIR:NMA-017-S16/P1),1.0,0.0,Fiber,G.652,2011/08/16 03:05:51,admin,admin,-,Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,NMA-053_HSPA,3-SL1D-1(SDH-1),NKR1919_TMV,3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/16 08:52:15,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,NMA-040,12-SL1-1(SDH-1),NKR1605_TMV_(HSPA),3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/17 08:10:38,admin,admin,-,Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,NKR1605_TMV_(HSPA),3-SL1D-2(SDH-2),NKR1956_TMV(HSPA),3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/17 10:00:31,admin,admin,-,Normal,Enable,-
f-12,STM-1,--,Two-Fiber Bidirectional,NLP-002,2-OI2D-1(DIR:NLP0003TMV),NLP0003_TMV,3-SL1D-1(NLP-002),1.0,0.0,Fiber,G.652,2011/08/26 05:55:53,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,NMA-018,3-SD1-2(To-From NMA-070),NMA-070,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/08/26 08:42:18,admin,admin,-,Normal,Enable,-
f-4,STM-16,--,Two-Fiber Bidirectional,TRUE-BRK_3Gs,5-S16-1(SDH-1),NON-002 (109-C-2-EXT1),13-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2011/09/16 02:48:14,admin,admin,-,Normal,Enable,-
f-2,STM-16,--,Two-Fiber Bidirectional,TRUE-BRK_3Gs,6-S16-1(SDH-1),TBF-PBI_3Gs,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2011/09/21 03:37:09,admin,admin,-,Normal,Enable,-
f-3,STM-16,--,Two-Fiber Bidirectional,TBF-PBI_3Gs,6-S16-1(SDH-1),TRUE-MTG_FL.1_3G,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2011/09/21 03:37:16,admin,admin,-,Normal,Enable,-
f-5,STM-1,--,Two-Fiber Bidirectional,MKM-019,1-OI2D-1(MKM008),MKM-008,12-SD1-2(MKM-019),1.0,0.0,Fiber,G.652,2011/09/27 06:31:54,admin,admin,-,Normal,Enable,-
f-6,STM-1,--,Two-Fiber Bidirectional,MKM-019,1-OI2D-2(MKM026),MKM-026,1-OI2S-1(MKM019),1.0,0.0,Fiber,G.652,2011/09/27 07:48:49,admin,admin,-,Normal,Enable,-
f-8,STM-1,--,Two-Fiber Bidirectional,C77_Hoh_Puk-Laksi,1-OI2D-2(DIR:Wireless Engineering (Laksi)),Wireless Engineering Laksi,8-SL1D-1(DIR:Hor_Pak_Laksi),1.0,0.0,Fiber,G.652,2011/09/28 01:47:04,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,NPM-018,12-SD1-1(NPM026),NPM-026,1-OI2D-1(NPM018),1.0,0.0,Fiber,G.652,2011/10/05 06:58:41,admin,admin,-,Normal,Enable,-
f-4,STM-4,--,Two-Fiber Bidirectional,NLP-002,1-OI4D-2(NLP003),NLP-003,1-OI4D-1(NLP002),1.0,0.0,Fiber,G.652,2011/10/06 08:46:35,admin,admin,-,Normal,Enable,-
f-5,STM-1,--,Two-Fiber Bidirectional,KKN-023,1-OI2D-1(NLP003),NLP-003,2-OI2D-1(KKN023),1.0,0.0,Fiber,G.652,2011/10/06 08:49:28,admin,admin,-,Normal,Enable,-
f-6,STM-1,--,Two-Fiber Bidirectional,NPM-002,12-SD1-1(NPM-025),NPM-025,1-OI2D-1(NPM002),1.0,0.0,Fiber,G.652,2011/10/07 06:43:00,admin,admin,-,Normal,Enable,-
f-7,STM-1,--,Two-Fiber Bidirectional,KKN-009,1-OI2D-1(KKN023),KKN-023,1-OI2D-2(KKN009),1.0,0.0,Fiber,G.652,2011/10/07 07:47:35,admin,admin,-,Normal,Enable,-
f-7,STM-1,--,Two-Fiber Bidirectional,SNK-006,12-SD1-1(SNK023),SNK-023,1-OI2D-1(SNK006),1.0,0.0,Fiber,G.652,2011/10/11 08:49:36,admin,admin,-,Normal,Enable,-
f-10,STM-1,--,Two-Fiber Bidirectional,UBN-014,1-OI2D-1(SDH-1),UBN-047,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/10/11 10:03:10,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,SNK-022,1-OI2D-1(SNK-023),SNK-023,1-OI2D-2(SNK022),1.0,0.0,Fiber,G.652,2011/10/12 01:44:44,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,RET-001,12-SD1-1(RET-032),RET-032,1-OI2D-1(RET-001),1.0,0.0,Fiber,G.652,2011/10/17 02:22:11,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,SNK-010,6-SD1-1(SNK-028),SNK-028,1-OI2D-1(SNK010),1.0,0.0,Fiber,G.652,2011/10/18 10:51:03,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,SNK-006,12-SD1-2(SNK027),SNK-027_outdoor,1-OI2D-1(SNK006),1.0,0.0,Fiber,G.652,2011/10/18 10:52:03,admin,admin,-,Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,KKN-009,1-OI2D-2(KKN056),KKN-056,1-OI2D-1(KKN-009),1.0,0.0,Fiber,G.652,2011/10/18 10:57:03,admin,admin,"use core No. 1,2 ( project out-door expantion 24 core )",Critical,Enable,2013/07/22 17:52:09
f-1,STM-1,--,Two-Fiber Bidirectional,AMR-006,1-OI2D-1(SDH-1),AMR-001,4-SL1-1(SDH-1),1.0,0.0,Fiber,G.652,2011/10/20 02:56:26,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,AMR-006,1-OI2D-2(SDH-2),UBN-044,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/10/20 02:58:13,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,UBN-044,1-OI2D-2(SDH-2),AMR-010,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/10/20 03:00:34,admin,admin,-,Critical,Enable,2013/07/12 18:59:50
f-4,STM-1,--,Two-Fiber Bidirectional,KSN-020,1-OI2D-1(KSN-027),KSN-027,1-OI2D-2(KSN-027),1.0,0.0,Fiber,G.652,2011/10/20 03:10:58,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,KKN-CDMA ROOM,1-OI2S-1(SDH-1),KKN-015_Ext.1_(3GsHSPA),3-N1SLQ1-2(kkn-room),1.0,0.0,Fiber,G.652,2011/11/08 05:45:12,admin,admin,patch coard indoor CDMA-room,Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,SNK-001,12-SD1-1(NPM-024),NPM-024,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/11/09 07:22:28,admin,admin,-,Normal,Enable,-
f-6,STM-1,--,Two-Fiber Bidirectional,LEI-001,12-SD1-1(LEI023),LEI-023,1-OI2D-1(LEI001),1.0,0.0,Fiber,G.652,2011/11/14 01:50:57,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,MKM-026,2-OI2S-1(MKM-003),MKM-003,1-OI2S-1(MKM-026),1.0,0.0,Fiber,G.652,2011/11/16 03:08:37,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,MKM-003,2-OI2S-1(MKM-030),MKM-030,1-OI2D-1(MKM-003),1.0,0.0,Fiber,G.652,2011/11/16 03:08:42,admin,admin,"use core No.1,2 ( project outdoor-Expansion 12 core ) ระยะ 19 Km",Critical,Enable,2013/06/19 14:41:25
f-70,STM-16,--,Two-Fiber Bidirectional,BRM-003_GW1412,9-S16-1(SDH-1),BRM-004,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:58:27,admin,admin,-,Normal,Enable,-
f-69,STM-16,--,Two-Fiber Bidirectional,NMA-004,9-S16-1(SDH-1),BRM-003_GW1412,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:58:21,admin,admin,-,Normal,Enable,-
f-68,STM-4,--,Two-Fiber Bidirectional,UDN-006,3-SL4-1(UDN012),UDN-012_HSPA,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:47:44,admin,admin,-,Normal,Enable,-
f-67,STM-4,--,Two-Fiber Bidirectional,UDN-006,4-SL4-1(UDN035),UDN-035_HSPA,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:47:30,admin,admin,-,Normal,Enable,-
f-65,STM-4,--,Two-Fiber Bidirectional,UDN-006,6-SL4-1(UDN011),UDN-011_HSPA,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:46:56,admin,admin,-,Normal,Enable,-
f-64,STM-4,--,Two-Fiber Bidirectional,UDN-006,5-SL4-1(UDN009),UDN-009,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:46:36,admin,admin,-,Normal,Enable,-
f-60,STM-4,--,Two-Fiber Bidirectional,KKN-014,2-OI4-1(SDH-1),KKN-046,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:35:34,admin,admin,"use core No.1,2 ( project CDMA 12 core )",Normal,Enable,-
f-59,STM-4,--,Two-Fiber Bidirectional,KKN-043,2-OI4-1(SDH-1),KKN-014,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:35:26,admin,admin,"use core No.1,4 ( project CDMA 12 core )",Normal,Enable,-
f-58,STM-4,--,Two-Fiber Bidirectional,KKN-011,2-OI4-1(SDH-1),KKN-043,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:35:08,admin,admin,"use core No.1,2 ( project CDMA 12 core )",Normal,Enable,-
f-57,STM-4,--,Two-Fiber Bidirectional,KKN-013,2-OI4-1(SDH-1),KKN-011,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:35:01,admin,admin,"use core No.1,2 ( project CDMA 12 core ) ระยะ 12.5 Km",Normal,Enable,-
f-56,STM-4,--,Two-Fiber Bidirectional,KKN-012,2-OI4-1(SDH-1),KKN-013,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:34:52,admin,admin,"use core No.1,2 ( project CDMA 12 core ) ซ่อม Riser 15 กค.2556",Normal,Enable,-
f-55,STM-4,--,Two-Fiber Bidirectional,KKN-048,2-OI4-1(SDH-1),KKN-012,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:33:56,admin,admin,"use core No.1,2 ( project CDMA 12 core )",Normal,Enable,-
f-54,STM-4,--,Two-Fiber Bidirectional,KKN-015,4-SL4-1(SDH-1),KKN-046,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:32:10,admin,admin,"use core NO.9,10 ( project CDMA 12 core )",Normal,Enable,-
f-53,STM-4,--,Two-Fiber Bidirectional,KKN-015,3-SL4-1(SDH-1),KKN-048,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/23 04:29:25,admin,admin,"use core No.1,2 ( project CDMA 12 core )",Normal,Enable,-
f-42,STM-4,--,Two-Fiber Bidirectional,BRK-002 (C-1-2)12floor,6-N1SLD4-1(SDH-1),BRK-003 (C-1)9floor,5-SL4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/17 09:15:42,cdma33,cdma33,-,Normal,Enable,-
f-41,STM-16,--,Two-Fiber Bidirectional,BRK-002 (C-1-2)12floor,8-N1SL16-1(SDH-1),BRK-001 (C-1 BKK),7-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/17 09:14:18,cdma33,cdma33,-,Normal,Enable,-
f-42,STM-16,--,Two-Fiber Bidirectional,BRK-002 (C-1-2)12floor,11-N1SL16-1(SDH-1),BRK-001 (C-1 BKK),12-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2009/09/17 09:14:18,cdma33,cdma33,-,Normal,Enable,-
f-5,STM-4,--,Two-Fiber Bidirectional,1001-NMA-017-EXT5,5-N1SLQ4-4(SDH-4),199-NMA-017-EXT4,6-N1SLD4-2(SDH-2),1.0,0.0,Fiber,G.652,2009/05/26 14:04:39,JJJ,JJJ,-,Normal,Enable,-
f-4,STM-4,--,Two-Fiber Bidirectional,1001-NMA-017-EXT5,5-N1SLQ4-3(SDH-3),199-NMA-017-EXT4,6-N1SLD4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/26 14:04:29,JJJ,JJJ,-,Normal,Enable,-
f-23,STM-4,--,Two-Fiber Bidirectional,NMA-017,14-N1SLQ4-4(SDH-4),199-NMA-017-EXT4,8-N1SLD4-2(SDH-2),1.0,0.0,Fiber,G.652,2009/05/25 21:42:17,JJJ,JJJ,-,Normal,Enable,-
f-22,STM-4,--,Two-Fiber Bidirectional,NMA-017,14-N1SLQ4-3(SDH-3),199-NMA-017-EXT4,8-N1SLD4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:42:11,JJJ,JJJ,-,Normal,Enable,-
f-21,STM-4,--,Two-Fiber Bidirectional,NMA-017,14-N1SLQ4-2(SDH-2),225-NMA-017-EXT3,8-N1SLD4-2(SDH-2),1.0,0.0,Fiber,G.652,2009/05/25 21:42:03,JJJ,JJJ,-,Normal,Enable,-
f-20,STM-4,--,Two-Fiber Bidirectional,NMA-017,14-N1SLQ4-1(SDH-1),225-NMA-017-EXT3,8-N1SLD4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:41:58,JJJ,JJJ,-,Normal,Enable,-
f-19,STM-4,--,Two-Fiber Bidirectional,NMA-017,5-N1SLQ4-4(SDH-4),224-NMA-017-EXT2,8-N1SLD4-2(SDH-2),1.0,0.0,Fiber,G.652,2009/05/25 21:41:52,JJJ,JJJ,-,Normal,Enable,-
f-18,STM-4,--,Two-Fiber Bidirectional,NMA-017,5-N1SLQ4-3(SDH-3),224-NMA-017-EXT2,8-N1SLD4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:41:46,JJJ,JJJ,-,Normal,Enable,-
f-17,STM-4,--,Two-Fiber Bidirectional,NMA-017,5-N1SLQ4-2(SDH-2),223-NMA-017-EXT1,8-N1SLD4-2(SDH-2),1.0,0.0,Fiber,G.652,2009/05/25 21:41:38,JJJ,JJJ,-,Normal,Enable,-
f-16,STM-4,--,Two-Fiber Bidirectional,NMA-017,5-N1SLQ4-1(SDH-1),223-NMA-017-EXT1,8-N1SLD4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:41:31,JJJ,JJJ,-,Normal,Enable,-
f-14,STM-1,--,Two-Fiber Bidirectional,NMA-017,4-N1SLQ1-2(DWDM-Route-1(NMA-BRK)),NON-002 (109-C-2-EXT1),3-N1SLQ1-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:40:00,JJJ,JJJ,Protection SDH Noth,Normal,Enable,-
f-11,STM-4,--,Two-Fiber Bidirectional,NMA-015,1-OI4-1(SDH-1),NMA-017,15-N1SLD4-2(SDH-2),1.0,0.0,Fiber,G.652,2009/05/25 21:37:17,JJJ,JJJ,-,Normal,Enable,-
f-7,STM-16,--,Two-Fiber Bidirectional,NMA-017,6-N1SL16-1(SDH-1),NMA-004,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:37:10,cdma1234,cdma1234,-,Normal,Enable,-
f-10,STM-4,--,Two-Fiber Bidirectional,NMA-048_HSPA,2-OI4-1(SDH-1),NMA-017,15-N1SLD4-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:36:45,JJJ,JJJ,-,Normal,Enable,-
f-6,STM-16,--,Two-Fiber Bidirectional,1001-NMA-017-EXT5,7-N1SL16-1(DIR:NMA-047),NMA-047,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:35:22,cdma1234,cdma1234,-,Normal,Enable,-
f-5,STM-64,--,Two-Fiber Bidirectional,1001-NMA-017-EXT5,11-N2SL64-1(To NMA-021(BPA_17)),NMA-021,8-N2SL64-1(To NMA-017-EXT5),1.0,0.0,Fiber,G.652,2009/05/25 21:34:44,cdma1234,cdma1234,-,Normal,Enable,-
f-1,STM-16,--,Two-Fiber Bidirectional,NMA-017,12-N1SL16-1(SDH-1),NMA-018,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:32:50,JJJ,JJJ,-,Normal,Enable,-
f-4,STM-64,--,Two-Fiber Bidirectional,NMA-017,8-N2SL64-1(SDH-1),NMA-020,8-N2SL64-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:32:47,cdma1234,cdma1234,-,Normal,Enable,-
f-3,STM-64,--,Two-Fiber Bidirectional,NMA-017,11-N2SL64-1(SDH-1),1001-NMA-017-EXT5,8-N1SL64-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:31:42,cdma1234,cdma1234,-,Normal,Enable,-
f-2,STM-16,--,Two-Fiber Bidirectional,NMA-017,13-N1SL16-1(SDH-1),NMA-046,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2009/05/25 21:31:17,cdma1234,cdma1234,-,Normal,Enable,-
f-269,STM-1,--,Two-Fiber Bidirectional,BRM-017,2-OI2S-1(SDH-1),BRM-007,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2009/03/03 06:30:44,admin,admin,-,Normal,Enable,-
f-255,STM-1,--,Two-Fiber Bidirectional,NMA-067_HSPA+MW IP,1-OI2S-1(SDH-1),NMA-023,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2008/12/19 05:45:11,admin,admin,-,Normal,Enable,-
f-254,STM-1,--,Two-Fiber Bidirectional,NMA-014,2-OI2S-1(SDH-1),NMA-067_HSPA+MW IP,2-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2008/12/19 05:45:00,admin,admin,-,Normal,Enable,-
f-253,STM-1,--,Two-Fiber Bidirectional,224-NMA-017-EXT2,6-N1SLQ1-1(SDH-1),NMA-014,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2008/12/19 05:43:42,admin,admin,-,Normal,Enable,-
f-241,STM-1,--,Two-Fiber Bidirectional,TRUE_KKN,2-OI2S-1(AIS),AIS_KKN,10-SD1-2(TRUE),1.0,0.0,Fiber,G.652,2008/06/09 05:44:22,admin,admin,"use core No. 3,5-3,4    3,4-3,4     3,4-11,12   11,12-3,5   3,5-3,4 to AIS",Normal,Enable,-
f-240,STM-1,--,Two-Fiber Bidirectional,AIS_KKN,10-SD1-1(KKN015),KKN-015,11-SD1-2(AIS),1.0,0.0,Fiber,G.652,2008/06/09 05:43:57,admin,admin,"use core No.3,4 ( project CDMA 12 core )",Normal,Enable,-
f-2,STM-4,--,Two-Fiber Bidirectional,NKI-009,2-OI4-1(SDH-1),NKI-005,10-SL4-1(SDH-1),1.0,0.0,Fiber,G.652,2007/02/16 04:08:13,bkk001,bkk001,-,Normal,Enable,-
f-1,STM-4,--,Two-Fiber Bidirectional,NKI-013,1-OI4-1(SDH-1),NKI-009,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2007/02/16 04:07:51,bkk001,bkk001,-,Normal,Enable,-
MW,STM-1,--,Two-Fiber Bidirectional,SNK-018,1-OI2D-1(SNK008),SNK-008,1-OI2S-1(SNK018),1.0,0.0,Fiber,G.652,2006/11/10 12:48:59,hw_001,hw_001,-,Critical,Enable,2013/06/03 12:42:01
MW,STM-1,--,Two-Fiber Bidirectional,SNK-018,1-OI2D-2(SNK026),SNK-026,2-OI2S-1(SNK018),1.0,0.0,Fiber,G.652,2006/11/10 12:48:45,hw_001,hw_001,-,Critical,Enable,2013/05/21 12:54:44
f-10,STM-1,--,Two-Fiber Bidirectional,YST-014,1-OI2D-1(SDH-1),YST-003,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/11/06 05:54:40,mycom,mycom,-,Normal,Enable,-
f-9,STM-1,--,Two-Fiber Bidirectional,YST-005,4-SL1-1(YST-014),YST-014,1-OI2D-2(SDH-2),1.0,0.0,Fiber,G.652,2006/11/06 05:54:31,mycom,mycom,-,Normal,Enable,-
f-8,STM-1,--,Two-Fiber Bidirectional,NMA-020,3-N1SL1-1(SDH-1),BRM-025,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/11/02 09:35:28,hw_001,hw_001,-,Critical,Enable,2013/06/09 20:07:28
f-12,STM-1,--,Two-Fiber Bidirectional,UBN-010,1-OI2D-2(SDH-2),UBN-012,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/11/01 07:49:24,mycom,mycom,-,Normal,Enable,-
f-11,STM-1,--,Two-Fiber Bidirectional,UBN-033,1-OI2D-2(SDH-2),UBN-010,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/11/01 07:49:15,mycom,mycom,-,Normal,Enable,-
f-10,STM-1,--,Two-Fiber Bidirectional,UBN-034,1-OI2D-2(SDH-2),UBN-033,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/11/01 07:49:05,mycom,mycom,-,Normal,Enable,-
f-9,STM-1,--,Two-Fiber Bidirectional,UBN-011,3-SD1-2(SDH-2),UBN-034,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/11/01 07:48:58,mycom,mycom,-,Normal,Enable,-
f-20,STM-1,--,Two-Fiber Bidirectional,UBN-038,1-OI2D-2(SDH-2),UBN-011,3-SD1-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/31 09:23:48,mycom,mycom,-,Normal,Enable,-
f-19,STM-1,--,Two-Fiber Bidirectional,UBN-039,1-OI2D-2(SDH-2),UBN-038,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/31 09:23:43,mycom,mycom,-,Normal,Enable,-
f-18,STM-1,--,Two-Fiber Bidirectional,UBN-012,1-OI2D-2(SDH-2),UBN-039,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/31 09:23:28,mycom,mycom,-,Normal,Enable,-
f-7,STM-1,--,Two-Fiber Bidirectional,KSN-004,1-OI2S-1(KSN021),KSN-021,3-SD1-2(KSN004),1.0,0.0,Fiber,G.652,2006/10/22 06:39:42,relacom,relacom,-,Critical,Enable,2013/05/27 11:11:02
f-20,STM-4,--,Two-Fiber Bidirectional,LEI-007,6-SL4-1(SDH-1),LEI-017,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/15 05:06:52,mycom,mycom,"Use core No.11,12 ( project CDMA )",Normal,Enable,-
f-19,STM-1,--,Two-Fiber Bidirectional,LEI-007,4-SL1-1(SDH-1),LEI-020,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/15 05:06:39,mycom,mycom,"Use core No.9,10 ( kk-cm )",Normal,Enable,-
f-18,STM-1,--,Two-Fiber Bidirectional,LEI-007,3-SL1-1(SDH-1),LEI-003,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/15 05:06:30,mycom,mycom,-,Normal,Enable,-
f-17,STM-16,--,Two-Fiber Bidirectional,LEI-008,6-S16-1(SDH-1),LEI-007,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/15 05:05:31,mycom,mycom,"use core 7,8  ( project cat kk-cm )",Critical,Enable,2013/08/25 17:18:11
f-16,STM-1,--,Two-Fiber Bidirectional,LEI-008,4-SL1-1(SDH-1),LEI-009_POI_3G_E1,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/15 03:31:29,mycom,mycom,-,Normal,Enable,-
f-15,STM-1,--,Two-Fiber Bidirectional,LEI-001,4-SL1-1(LEI016),LEI-016,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/15 03:27:21,mycom,mycom,-,Normal,Enable,-
f-14,STM-16,--,Two-Fiber Bidirectional,LEI-001,6-S16-1(SDH-1),LEI-008,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/15 03:18:38,mycom,mycom,"Use core No. 5,6 ( project KK-cm )",Normal,Enable,-
